ID,LETO,AVTOR,MESTO,DRŽAVA,TABLATURA,INSTRUMENT,STRUNE,RAZPRAVA
411,1590,,,Germany,French tablature,drugo,6,NE
412,,"Arpin, Jan",,,German tablature,lute,"7, 6",NE
413,,,,,Italian tablature,"lute, guitar","5, 8",NE
414,,,,,French tablature,lute,6,NE
415,,,,England,French tablature,lute,6,NE
416,1640,,,,"Italian tablature, mixed tablature","lute, guitar","5, 7, 6",NE
417,1590,,,England,French tablature,lute,6,NE
418,,,,,Italian tablature,lute,6,NE
419,1590,,,England,French tablature,lute,6,NE
420,1590,,Columbus,OH,Italian tablature,lute,7,NE
421,,,Florence,Italy,Italian tablature,lute,7,NE
422,1590,,,,Italian tablature,lute,6,NE
423,,,,,Italian tablature,lute,6,NE
424,,,Rome,Italy,Italian tablature,lute,"9, 7",NE
425,,"Caro, Annibal",,Torino,Italian tablature,lute,6,NE
426,,,,England,French tablature,lute,6,NE
427,,,Naples,Italy,,guitar,5,NE
428,1590,"Sammenhammer, David",,,Italian tablature,drugo,4,NE
429,1590,,,,French tablature,drugo,6,NE
430,1590,,,,,lute,,NE
431,1590,"Ferrucio?, Hercules",,,Italian tablature,lute,6,NE
432,1591,,Antwerp,Belgium,French tablature,lute,6,NE
433,1591,"Verovio, Simone",Rome,Italy,Italian tablature,lute,6,NE
434,1591,"Vicentino, Ieronimo Celidono",Venice,Italy,Italian tablature,lute,6,NE
435,1591,"Vincenti, Giacomo",Venice,Italy,Italian tablature,lute,6,NE
436,1591,"Vincenti, Giacomo",Venice,Italy,Italian tablature,lute,6,NE
437,1591,"Vincenti, Giacomo",Venice,Italy,Italian tablature,lute,6,NE
438,1591,"Waissel, Matthäus",Frankfurt an der Oder,Germany,German tablature,lute,6,NE
439,,,Basel,Switzerland,German tablature,lute,9,NE
440,1592,,Antwerp,Belgium,French tablature,lute,6,NE
441,1592,,Antwerp,Belgium,French tablature,lute,6,NE
442,1592,"Bellasio, Paolo",Venice,Italy,Italian tablature,lute,6,NE
443,1592,"Bellère, Jean",Antwerp,Belgium,,drugo,,NE
444,1592,"Giovanelli, Ruggero",Venice,Italy,Italian tablature,lute,6,NE
445,1592,"Radino, Giovanni Maria",Venice,Italy,Italian tablature,lute,6,NE
446,1592,"Verovio, Simone",Rome,Italy,Italian tablature,lute,6,NE
447,1592,"Waissel, Matthäus",Frankfurt an der Oder,Germany,German tablature,lute,6,NE
448,1592,"Waissel, Matthäus",Frankfurt,Germany,German tablature,lute,6,NE
449,1592,"Waissel, Matthäus",Frankfurt an der Oder,Germany,German tablature,lute,6,NE
450,,,,,"German tablature, French tablature",lute,6,NE
451,,,,,French tablature,drugo,6,NE
452,1593,"Barley, William",,,,drugo,,DA
453,,,London,England,,drugo,,DA
454,1593,"Terzi, Giovanni Antonio",Venice,Italy,Italian tablature,lute,6,NE
455,1593,,,Spain,Italian tablature,drugo,6,NE
456,1594,"Carrara, Michele",,,French tablature,lute,8,DA
457,1594,"Denss, Adrian",,,French tablature,lute,6,NE
458,1594,"Gastoldi, Giovanni Giacomo",Venice,Italy,Italian tablature,lute,6,NE
459,1594,"Piccinini, Alessandro",Bologna,Italy,,lute,,DA
460,,,,,French tablature,lute,"7, 8",NE
461,1594,,,Italy,Italian tablature,lute,"7, 6",NE
462,1594,,,Italy,Italian tablature,lute,10,NE
463,,"Besard, Jean-Baptiste",Cologne,Germany,French tablature,lute,"7, 6, 8",NE
464,1595,"Neusidler, Melchior",,,Italian tablature,lute,6,NE
465,1595,"Vecchi, OrazioTiberio",Venice,Italy,Italian tablature,lute,6,NE
466,1595,"Verovio, Simone",Rome,Italy,Italian tablature,lute,6,NE
467,,"Vecchi, OrazioTiberio",,,Italian tablature,lute,8,NE
468,1595,,,,Italian tablature,guitar,"4, 6",NE
469,,,,England,French tablature,lute,6,NE
470,,"Holmes, Mathew",,England,French tablature,lute,6,NE
471,1595,,,England,French tablature,lute,6,NE
472,1600,,,England,French tablature,lute,"9, 7",NE
473,,,,England,French tablature,lute,"7, 6",NE
474,,,Florence,Italy,Italian tablature,lute,7,NE
475,,,,,Italian tablature,lute,"7, 6",NE
476,,"Smout, Adriaan Joriszoon",,,French tablature,lute,"9, 8, 7, 10",NE
477,,,,England,French tablature,lute,"7, 6",NE
478,1596,"Albinus, Johannes",,,unknown tablature,lute,,NE
479,1596,"Amat, Juan Carlos",Barcelona,Spain,,guitar,,DA
480,1596,"Barley, William",London,England,French tablature,lute,6,NE
481,1596,"Barley, William",London,England,French tablature,drugo,7,NE
482,1596,"Barley, William",London,England,French tablature,drugo,7,NE
483,1596,"Neusidler, Melchior",Strasbourg,France,Italian tablature,lute,6,NE
484,1596,"Orologio, Alessandro",Venice,Italy,Italian tablature,lute,6,NE
485,,,,Germany,German tablature,lute,"9, 7, 8",DA
486,1597,"Dowland, John",London,England,French tablature,lute,7,NE
487,1597,"Holborne, Antony",London,England,French tablature,drugo,,NE
488,1597,"Morley, Thomas",London,England,French tablature,lute,8,NE
489,1597,"Vecchi, OrazioTiberio",Venice,Italy,Italian tablature,lute,6,NE
490,,,,England,French tablature,lute,6,NE
491,,,,,French tablature,lute,,NE
492,1598,"Cavendish, Michael",London,England,French tablature,lute,8,NE
493,1598,"Gastoldi, Giovanni Giacomo",Venice,Italy,Italian tablature,lute,6,NE
494,1598,"Reymann, Matthäus",Heidelberg,Germany,French tablature,lute,"7, 8",NE
495,1598,,,Italy,French tablature,lute,7,NE
496,1598,,,Germany,"Italian tablature, French tablature",lute,7,NE
497,1599,"Allison, Richard",London,England,French tablature,lute,"4, 6",NE
498,1599,"Molinaro, Simone",Venice,Italy,Italian tablature,lute,"7, 6, 8",NE
499,1599,"Morley, Thomas",London,England,French tablature,lute,8,NE
500,1599,"Terzi, Giovanni Antonio",Venice,Italy,Italian tablature,lute,6,NE
501,,"Bezón, Matheo",,,,guitar,5,NE
502,1599,Duchessa di Traetta,,,,guitar,5,NE
503,,"Marenzio, Luca",,,Italian tablature,lute,6,NE
504,,,,,German tablature,lute,,NE
505,,,,Germany,French tablature,lute,"7, 6",NE
506,,,,Italy,Italian tablature,lute,6,NE
507,,"Tessier, Charles",,England,French tablature,lute,,NE
508,,,,Giovanni,,drugo,,DA
509,,,,Germany,German tablature,"lute, guitar",6,NE
510,,,,Italy,Italian tablature,guitar,"5, 4",NE
511,,,,,,guitar,5,NE
512,,,,,,guitar,5,NE
513,,,,,,guitar,5,NE
514,,,,,alfabeto tablature,guitar,5,NE
515,,,,,Italian tablature,lute,7,NE
516,,,,,,guitar,5,NE
517,,,,,,guitar,5,NE
518,,,,,,guitar,5,NE
519,1600,,Antwerp,Belgium,French tablature,lute,6,NE
520,1600,"Anerio, Giovanni Francesco",Rome,Italy,Italian tablature,lute,,NE
521,1600,"Caroso, Fabritio",Venice,Italy,Italian tablature,lute,7,NE
522,1600,"Dowland, John",London,England,French tablature,lute,7,NE
523,1600,"Dowland, John",London,England,French tablature,lute,7,NE
524,1600,"Ferrari, Alfonso",Venice,Italy,Italian tablature,lute,7,NE
525,1600,"Francisque, Anthoine",Paris,France,French tablature,lute,9,NE
526,1600,"Gastoldi, Giovanni Giacomo",Nuremberg,Germany,Italian tablature,lute,6,NE
527,1600,"Jones, Robert",London,England,French tablature,lute,8,NE
528,1600,"Lupi da Caravaggio, Livio",Palermo,Italy,Italian tablature,lute,6,DA
529,1600,"Morley, Thomas",London,England,French tablature,lute,7,NE
530,1600,"Rossi, Salamone",Venice,Italy,Italian tablature,drugo,10,NE
531,1600,"Rude, Johann",Heidelberg,Germany,French tablature,lute,8,NE
532,1600,"Rude, Johann",Heidelberg,Germany,French tablature,lute,8,NE
533,1600,,,,German tablature,lute,6,NE
534,1600,,,,Italian tablature,drugo,6,NE
535,,,,,Italian tablature,lute,"9, 8",NE
536,,,,,French tablature,lute,"6, 8",NE
537,,,,Czech Republic,German tablature,lute,"6, 10",NE
538,,,,,French tablature,lute,11,NE
539,,,,,French tablature,lute,10,NE
540,,,,,French tablature,drugo,6,NE
541,,,,,Italian tablature,lute,"11, 7",NE
542,,,,Germany,French tablature,lute,10,NE
543,,,,Germany,French tablature,lute,10,NE
544,1600,,,,Italian tablature,lute,10,NE
545,,,,,French tablature,lute,7,NE
546,,,,Southern Germany,French tablature,lute,7,NE
547,,,,,"Italian tablature, French tablature",lute,"7, 6, 8",NE
548,,"Döbner, Johann Philipp",,Germany,,lute,,NE
549,,"Pujol, Juan Pablo",,,,guitar,5,NE
550,,,,,,guitar,5,NE
551,1600,,,,,guitar,5,NE
552,1600,,,,Italian tablature,lute,10,NE
553,,,,,Italian tablature,lute,7,NE
554,,,,England,French tablature,lute,7,NE
555,1600,"Holmes, Matthew",,,"Italian tablature, French tablature",drugo,"4, 6",NE
556,1600,,,England,French tablature,lute,7,NE
557,,,,,French tablature,lute,,NE
558,1600,,,,French tablature,lute,6,NE
559,,,,,French tablature,lute,6,NE
560,,,,England,French tablature,lute,7,NE
561,,"Rahel, Sydrach",,,,lute,,NE
562,,,,England,Italian tablature,lute,6,NE
563,1600,,,England,French tablature,lute,6,NE
564,1600,,,England,French tablature,lute,7,NE
565,,,,England,French tablature,drugo,6,NE
566,1600,,,Bártfa Bardejov,German tablature,lute,6,NE
567,,,Florence,Italy,,guitar,5,NE
568,,,,Italy,alfabeto tablature,guitar,5,NE
569,1600,,,Italy,Italian tablature,guitar,5,DA
570,1600,,,Italy,Italian tablature,lute,"7, 6",NE
571,1600,,,Germany,German tablature,lute,,NE
572,,,,Poland,Italian tablature,lute,6,NE
573,1600,,,,German tablature,lute,7,NE
574,,,,England,French tablature,drugo,4,NE
575,,,,,French tablature,lute,,NE
576,1601,"Campion, Thomas",London,England,French tablature,lute,8,NE
577,1601,"Cerreto, Scipione",Naples,Italy,Italian tablature,"lute, guitar","4, 8",DA
578,1601,"Hove, Joachim van den",Utrecht,Netherlands,French tablature,lute,"7, 8",NE
579,1601,"Jones, Robert",London,England,French tablature,lute,8,NE
580,,,Rome,Italy,Italian tablature,lute,7,NE
581,,,Como,Italy,Italian tablature,lute,8,NE
582,1602,"Giancarli, Heteroclito",Venice,Italy,,lute,,NE
583,1602,"Negri, Cesare",Milan,Italy,Italian tablature,lute,7,NE
584,1602,"Vincenti, Giacomo",Venice,Italy,Italian tablature,drugo,6,NE
585,1602,"Herold, Christoph",Padua,Italy,French tablature,lute,"9, 8, 7, 6",NE
586,1602,,,,French tablature,lute,6,NE
587,1603,"Barbetta, Giulio Cesare",Venice,Italy,Italian tablature,lute,7,NE
588,1603,"Besard, Jean-Baptiste",Cologne,Germany,French tablature,lute,9,NE
589,1603,"Dowland, John",London,England,French tablature,lute,7,NE
590,1603,"Dowland, John",London,England,French tablature,lute,7,NE
591,1603,"Robinson, Thomas",London,England,French tablature,lute,7,NE
592,1603,"Robinson, Thomas",,,French tablature,lute,7,NE
593,1603,"Rossi, Salamone",Venice,Italy,Italian tablature,drugo,10,NE
594,,,,,French tablature,lute,7,NE
595,1603,,,Germany,French tablature,lute,10,NE
596,,"Hainhofer, Philipp",,,French tablature,lute,7,NE
597,,"Hainhofer, Philipp",,Germany,Italian tablature,lute,7,NE
598,,,,Italy,Italian tablature,lute,8,NE
599,1604,"Dowland, John",London,England,French tablature,lute,9,NE
600,1604,"Greaves, Thomas",London,England,French tablature,lute,7,NE
601,1604,,Venice,Italy,Italian tablature,drugo,10,NE
602,1604,"Negri, Cesare",Milan,Italy,Italian tablature,lute,7,NE
603,,"Bentivoglio, Ginevra",,Italy,,guitar,5,NE
604,1605,"Caroso, Fabritio",Venice,Italy,Italian tablature,lute,7,NE
605,1605,"Hume, Tobias",London,England,French tablature,lute,8,NE
606,1605,"Jones, Robert",London,England,French tablature,lute,8,NE
607,1605,"Pilkington, Francis",London,England,French tablature,lute,7,NE
608,1605,,,Germany,French tablature,lute,"7, 6",NE
609,,,,Germany,German tablature,lute,6,NE
610,,,,France,French tablature,lute,10,NE
611,,,,England,French tablature,lute,"7, 6",NE
612,1605,,,England,French tablature,lute,6,NE
613,,Stobaeus of Königsberg,Königsberg,Prussia Kaliningrad,French tablature,lute,"9, 8, 7, 6, 10",NE
614,,,,,"Italian tablature, French tablature",lute,"11, 8",NE
615,1606,"Bartlet, John",London,England,French tablature,lute,7,NE
616,1606,"Cato, Diomedes",Cracow,Poland,,lute,,NE
617,1606,,London,England,French tablature,lute,6,NE
618,1606,"Danyel, John",London,England,French tablature,lute,9,NE
619,1606,"Dowland, John",London,England,French tablature,lute,7,NE
620,1606,"Montesardo, Girolamo",Florence,Italy,,guitar,5,NE
621,,,,England,French tablature,lute,7,NE
622,1607,"Anerio, Giovanni Francesco",,,Italian tablature,lute,7,NE
623,1607,"Campion, Thomas",London,England,French tablature,lute,7,NE
624,1607,"Ford, Thomas",London,England,French tablature,lute,7,NE
625,1607,"Hume, Tobias",London,England,French tablature,lute,,NE
626,1607,"Lupi da Caravaggio, Livio",Palermo,Italy,Italian tablature,lute,6,DA
627,1607,"Rossi, Salamone",Venice,Italy,Italian tablature,drugo,10,NE
628,,,,,"German tablature, French tablature",lute,"7, 6",NE
629,,"Quartiron, Francesco",Florence,Italy,Italian tablature,"lute, guitar","9, 8, 5, 7, 6, 10",NE
630,1608,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
631,,"Šmal, Mikuláš",,,German tablature,lute,"7, 6, 8",NE
632,1608,,Florence,Italy,Italian tablature,lute,11,NE
633,,,Florence,Italy,Italian tablature,lute,"12, 11",NE
634,,,Florence,Italy,Italian tablature,lute,7,NE
635,,,,England,French tablature,drugo,4,NE
636,,,Florence,Italy,Italian tablature,lute,10,NE
637,,,Florence,Italy,Italian tablature,lute,11,NE
638,1609,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
639,1609,,London,England,French tablature,lute,6,NE
640,1609,"Jones, Robert",London,England,French tablature,lute,7,NE
641,1609,"Ornithoparchus, Andreas",London,England,,drugo,,DA
642,1609,"Robinson, Thomas",London,England,French tablature,drugo,14,NE
643,1609,"Rosseter, Philip",London,England,French tablature,lute,,NE
644,,,,France,Italian tablature,lute,7,NE
645,1609,"Handford, George",,England,French tablature,lute,8,NE
646,1609,,,,French tablature,lute,7,NE
647,1609,,,,French tablature,drugo,4,NE
648,1609,"Tallocci, Mariotto",,Italy,,guitar,5,NE
649,1610,"Corkine, William",London,England,French tablature,lute,7,NE
650,1610,"Dowland, Robert",London,England,French tablature,lute,9,NE
651,1610,"Dowland, Robert",London,England,French tablature,lute,9,NE
652,1610,"Jones, Robert",London,England,French tablature,lute,8,NE
653,1610,,Rome,Italy,Italian tablature,guitar,"12, 5",NE
654,1610,,Hesse,Germany,French tablature,lute,"11, 10",NE
655,,,,France,French tablature,lute,9,NE
656,,"Palumbi, Francesco",,Spain,,guitar,5,NE
657,,,,Italy,Italian tablature,lute,9,NE
658,,,,,Italian tablature,lute,"9, 7, 8",NE
659,,,,,Italian tablature,lute,7,NE
660,,,,,alfabeto tablature,guitar,5,NE
661,,,,,French tablature,lute,"9, 7, 8",NE
662,,,,,French tablature,lute,6,NE
663,1610,,,England,French tablature,lute,6,NE
664,1610,,,England,French tablature,lute,6,NE
665,,"Swarland, John",,England,French tablature,lute,"9, 8, 7, 6, 10",NE
666,,,,England,French tablature,lute,6,NE
667,,,,England,French tablature,lute,10,NE
668,1610,,,England,French tablature,lute,6,NE
669,,"Palumbi, Francesco",Verona,Italy,,guitar,5,NE
670,,"Palumbi, Francesco",Verona,Italy,,guitar,5,NE
671,,"Altoviti, Guglielmo",Verona,Italy,,guitar,5,NE
672,,"Palumbi, Francesco",Verona,Italy,,guitar,5,NE
673,,,,Italy,,guitar,5,NE
674,,,,,Italian tablature,lute,"11, 7",NE
675,,,,,Italian tablature,lute,"11, 10",NE
676,,"Palumbi, Francesco",Verona,Italy,,guitar,5,NE
677,,,,Germany and Sweden,French tablature,lute,10,NE
678,1611,"Ballard, Robert",Paris,France,French tablature,lute,10,NE
679,1611,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
680,1611,"Gardano, Angelo",Venice,Italy,Italian tablature,lute,7,NE
681,1611,,Rome,Italy,Italian tablature,lute,11,NE
682,1611,"Maynard, John",London,England,French tablature,lute,7,NE
683,1611,"Morley, Thomas",London,England,French tablature,lute,,NE
684,1611,"Vecchi, Orazio",Venice,Italy,Italian tablature,lute,6,NE
685,1612,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
686,1612,"Corkine, William",London,England,French tablature,lute,7,NE
687,1612,"Dowland, John",London,England,French tablature,lute,9,NE
688,1612,"Hove, Joachim van den",Utrecht,Netherlands,French tablature,lute,8,NE
689,1612,,Rome,Italy,Italian tablature,drugo,18,NE
690,1612,,Venice,Italy,Italian tablature,drugo,13,NE
691,1612,"Montesardo, Girolamo",Naples,Italy,,guitar,5,NE
692,1612,"Rossi, Salamone",Venice,Italy,Italian tablature,drugo,10,NE
693,,"Sanseverino, Benedetto",,,,guitar,5,NE
694,1612,,,,Italian tablature,lute,7,NE
695,,,,England,French tablature,lute,"12, 7, 10",NE
696,1613,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
697,1613,"Campion, Thomas",London,England,French tablature,lute,7,NE
698,1613,,London,England,French tablature,lute,6,NE
699,1613,"Dowland, John",London,England,French tablature,lute,7,NE
700,1613,"Giaccio, Orazio",Naples,Italy,,guitar,5,NE
701,,"Giaccio, Orazio",Naples,Italy,,guitar,5,NE
702,1613,"Magni, Bartholomeo",Venice,Italy,,guitar,5,NE
703,1613,"Reymann, Matthias",,Cologne Germany,French tablature,lute,9,NE
704,1613,"Zuezerenge, Adr",Utrecht,Netherlands,,guitar,5,NE
705,,,London,England,French tablature,lute,"7, 6",NE
706,1613,"Amigoni, Giovanni",,,,guitar,5,NE
707,1614,"Ballard, Robert",Paris,France,French tablature,lute,10,NE
708,1614,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
709,1614,"Bataille, Gabriel",Paris,France,French tablature,lute,9,NE
710,1614,"Bataille, Gabriel",Paris,France,French tablature,lute,10,NE
711,1614,"Campion, Thomas",London,England,French tablature,lute,,NE
712,1614,"Campion, Thomas",London,England,French tablature,lute,7,NE
713,1614,"Leighton, William",London,England,French tablature,lute,,NE
714,1614,"Marinoni, Girolamo",Venice,Italy,,guitar,,NE
715,1614,,Venice,Italy,Italian tablature,drugo,13,NE
716,1614,"Saracini, Claudio",Venice,Italy,Italian tablature,drugo,14,NE
717,,,,,French tablature,lute,10,NE
718,,,Netherlands,Italy,French tablature,lute,"9, 11, 8, 7, 6, 10",NE
719,,,,,Italian tablature,guitar,5,NE
720,,,,,Neapolitan tablature,lute,10,NE
721,1615,"Bataille, Gabriel",Paris,France,French tablature,lute,10,NE
722,1615,"Carrara, Michele",Rome,Italy,French tablature,lute,8,DA
723,1615,"Fuhrmann, Georg Leopold",Nuremberg,Germany,French tablature,lute,9,NE
724,1615,"Mertel, Elias",Strasbourg,France,French tablature,lute,9,NE
725,1615,,London,England,French tablature,lute,10,NE
726,1615,"Vallet, Nicolas",Amsterdam,Netherlands,French tablature,lute,10,NE
727,1615,"Vallet, Nicolas",,,French tablature,lute,10,NE
728,1615,"Vallet, Nicolas",Amsterdam,Netherlands,French tablature,lute,10,NE
729,1615,"Vallet, Nicolas",,,French tablature,lute,10,NE
730,1615,Joachim van den Hoven?,Leiden,Netherlands,French tablature,lute,"7, 8",NE
731,,,,,unknown tablature,guitar,5,NE
732,,,Bavaria,Germany,"Italian tablature, French tablature",lute,"9, 11, 8, 7, 10",NE
733,1615,,,,French tablature,lute,6,NE
734,1615,,,,Italian tablature,lute,10,NE
735,1615,,,,Italian tablature,lute,7,NE
736,,,,,Italian tablature,lute,"11, 7, 10",NE
737,1615,"Holmes, Matthew",,England,French tablature,lute,"9, 8, 7",NE
738,,,,,French tablature,lute,6,NE
739,1615,,,,French tablature,lute,12,NE
740,1615,,,Italy,,guitar,5,NE
741,1615,,,England,French tablature,lute,10,NE
742,,,,,French tablature,lute,10,NE
743,,"Beckman, Lucas",Wittenberg,Germany,French tablature,lute,10,NE
744,,,,,keyboard tablature,drugo,,NE
745,,,Bologna,Italy,Italian tablature,lute,"12, 7",NE
746,,,Bologna,Italy,Italian tablature,lute,7,NE
747,,,Bologna,Italy,Italian tablature,lute,,NE
748,,,Milan,Italy,Italian tablature,lute,"13, 11",NE
749,1616,"Aragona, Paulo d'",Naples,Italy,,guitar,5,NE
750,1616,"Aragona, Paulo d'",Naples,Italy,,guitar,5,NE
751,1616,"Corradi, Flamminio",Venice,Italy,,guitar,,NE
752,1616,"Falconieri, Andrea",Rome,Italy,Italian tablature,guitar,5,NE
753,1616,"Hove, Joachim van den",Leyden,Netherlands,French tablature,lute,8,NE
754,1616,,,,Italian tablature,drugo,,NE
755,1616,,Venice,Italy,Italian tablature,drugo,13,NE
756,1616,,Venice,Italy,Italian tablature,lute,13,NE
757,1616,,Venice,Italy,Italian tablature,drugo,13,NE
758,1616,"Salzilli, Crescentio",Naples,Italy,alfabeto tablature,guitar,5,NE
759,1616,"Salzilli, Crescentio",Naples,Italy,alfabeto tablature,guitar,5,NE
760,1616,"Sanseverino, Benedetto",Milan,Italy,,guitar,5,NE
761,1616,"Vallet, Nicolas",Amsterdam,Netherlands,French tablature,lute,"9, 8, 10",NE
762,,,,England,French tablature,lute,"11, 6",NE
763,,,,,Italian tablature,lute,"12, 11",NE
764,1617,"Ballard, Pierre",Paris,France,French tablature,lute,9,NE
765,1617,"Ballard, Pierre",Paris,France,French tablature,lute,9,NE
766,1617,"Besard, Jean-Baptiste",Augsburg,Germany,French tablature,lute,10,DA
767,1617,"Besard, Jean-Baptiste",Augsburg,Germany,French tablature,lute,10,NE
768,1617,"Campion, Thomas",London,England,French tablature,lute,7,NE
769,1617,"Laelius, Daniel",Arnhem,Netherlands,French tablature,lute,9,NE
770,,,,,French tablature,lute,9,NE
771,,,Brussels,Belgium,French tablature,"lute, guitar","5, 10",NE
772,1618,"Ballard, Pierre",Paris,France,French tablature,lute,9,NE
773,1618,"Caccini, Francesca",Florence,Italy,,guitar,5,NE
774,1618,"Corradi, Flamminio",Venice,Italy,,guitar,,NE
